English Word	Valence	Arousal	Dominance	Khmer Word
ingress	0.601	0.366	0.736	ចូល
inhabit	0.656	0.378	0.556	រស់នៅ
inhabitant	0.604	0.356	0.519	អ្នកស្រុក
inhabited	0.667	0.361	0.510	រស់នៅ
inhabiting	0.458	0.440	0.598	រស់នៅ
inhalation	0.510	0.613	0.464	ដង្ហើមចូល
inhale	0.427	0.340	0.492	ស្រូបចូល
inhaler	0.408	0.500	0.349	ប្រដាប់ហឺត
inherent	0.562	0.439	0.480	ពីកំណើត
inherit	0.745	0.546	0.694	មរតក
inheritance	0.900	0.565	0.798	មរតក
inhibit	0.167	0.479	0.447	រារាំង
inhibition	0.265	0.392	0.534	ការរារាំង
inhibitor	0.281	0.450	0.471	ថ្នាំទប់ស្កាត់
inhospitable	0.265	0.531	0.395	មិនរាក់ទាក់
inhuman	0.107	0.660	0.492	អមនុស្សធម៌
inhumane	0.104	0.587	0.402	អមនុស្សធម៌
inhumanity	0.143	0.540	0.405	អមនុស្សធម៌
inimaginable	0.542	0.636	0.534	នឹកស្មានមិនដល់
inimical	0.260	0.823	0.556	អនិច្ចា
inimitable	0.571	0.413	0.790	មិនអាចយកតាមខ្លួនបាន។
iniquity	0.219	0.567	0.425	អំពើទុច្ចរិត
initial	0.583	0.314	0.539	ដំបូង
initiate	0.719	0.480	0.553	ផ្តួចផ្តើម
initiated	0.760	0.490	0.650	បានផ្តួចផ្តើម
initiation	0.698	0.529	0.527	ការចាប់ផ្តើម
initiative	0.833	0.615	0.768	គំនិតផ្តួចផ្តើម
inject	0.406	0.735	0.596	ចាក់
injection	0.281	0.741	0.518	ការចាក់ថ្នាំ
injunction	0.281	0.422	0.519	ដីកា
injure	0.177	0.710	0.364	របួស
injured	0.083	0.680	0.302	រងរបួស
injuring	0.073	0.790	0.245	របួស
injurious	0.177	0.759	0.366	របួស
injury	0.049	0.769	0.287	របួស
injustice	0.082	0.755	0.444	អយុត្តិធម៌
ink	0.471	0.408	0.235	ទឹកថ្នាំ
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	ក្នុងស្រុក
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	ច្រកចូល
inmate	0.235	0.663	0.398	អ្នកទោស
inn	0.660	0.284	0.475	ផ្ទះសំណាក់
innards	0.302	0.480	0.400	ខាងក្នុង
innate	0.490	0.400	0.521	ពីកំណើត
inner	0.551	0.216	0.443	ខាងក្នុង
innermost	0.583	0.500	0.510	ខាងក្នុងបំផុត។
innerpeace	0.714	0.318	0.551	សន្តិភាពខាងក្នុង
inning	0.602	0.315	0.520	ការចូលដំណើរការ
innings	0.573	0.487	0.443	ឱកាស
innkeeper	0.578	0.224	0.472	អ្នកជួលផ្ទះសំណាក់
innocence	0.802	0.260	0.307	ភាពគ្មានកំហុស
innocent	0.729	0.206	0.340	ស្លូតត្រង់
innocently	0.776	0.250	0.302	ដោយ​គ្មាន​កំហុស
innocuous	0.510	0.321	0.172	គ្មានកំហុស
innovate	0.898	0.872	0.750	ច្នៃប្រឌិត
innovation	0.949	0.680	0.890	ការច្នៃប្រឌិត
innovative	0.880	0.640	0.830	ច្នៃប្រឌិត
innuendo	0.467	0.670	0.463	ការប្រមាថ
innumerable	0.667	0.445	0.704	រាប់មិនអស់
inoculation	0.333	0.570	0.598	inoculation
inoperable	0.184	0.422	0.304	មិនអាចដំណើរការបាន។
inoperative	0.138	0.425	0.273	មិនដំណើរការ
inordinate	0.163	0.630	0.330	inordinate
inorganic	0.385	0.345	0.282	អសរីរាង្គ
input	0.643	0.337	0.527	បញ្ចូល
inquest	0.458	0.569	0.721	ការសាកសួរ
inquire	0.583	0.519	0.363	សាកសួរ
inquirer	0.573	0.598	0.776	អ្នកសួរ
inquiring	0.479	0.510	0.500	សាកសួរ
inquiry	0.541	0.420	0.536	ការសាកសួរ
inquisitive	0.301	0.637	0.615	ចង់ដឹងចង់ឃើញ
inquisitor	0.385	0.873	0.642	អ្នកស៊ើបអង្កេត
insane	0.062	0.670	0.265	ឆ្កួត
insanity	0.098	0.847	0.337	វិកលចរិត
insatiable	0.375	0.656	0.558	insatiable
inscription	0.592	0.422	0.542	សិលាចារឹក
inscrutable	0.459	0.541	0.613	ដែលមិនអាចប្រកែកបាន។
insect	0.276	0.633	0.242	សត្វល្អិត
insecticide	0.188	0.598	0.430	ថ្នាំសំលាប់សត្វល្អិត
insecure	0.114	0.538	0.132	អសន្តិសុខ
insecurity	0.094	0.647	0.350	អសន្តិសុខ
insemination	0.542	0.644	0.622	ការបង្កាត់ពូជ
insensitive	0.219	0.471	0.302	វិចារណញាណ
inseparable	0.700	0.520	0.571	មិនអាចបំបែកបាន។
insert	0.481	0.552	0.519	បញ្ចូល
inserted	0.479	0.402	0.476	បញ្ចូល
insertion	0.521	0.520	0.565	ការបញ្ចូល
inside	0.612	0.404	0.472	ខាងក្នុង
insider	0.625	0.562	0.750	អ្នកខាងក្នុង
insidious	0.146	0.622	0.480	insidious
insight	0.613	0.363	0.649	ការយល់ដឹង
insightful	0.664	0.691	0.713	ការយល់ដឹង
insignia	0.665	0.282	0.685	និមិត្តសញ្ញា
insignificance	0.250	0.216	0.222	ភាពមិនសំខាន់
insignificant	0.083	0.306	0.114	មិនសំខាន់
insinuate	0.292	0.635	0.413	insinuate
insipid	0.214	0.250	0.241	insipid
insist	0.635	0.651	0.688	ទទូច
insistence	0.418	0.704	0.645	ការទទូច
insistent	0.552	0.635	0.701	ទទូច
insists	0.490	0.587	0.610	ទទូច
insolence	0.115	0.731	0.402	ភាពមិនស្មោះត្រង់
insolent	0.112	0.663	0.343	អន់ចិត្ត
insoluble	0.439	0.290	0.414	មិនរលាយ
insolvency	0.323	0.431	0.300	ក្ស័យធន
insolvent	0.230	0.481	0.318	ក្ស័យធន
insomnia	0.198	0.611	0.373	ការគេងមិនលក់
insomniac	0.231	0.367	0.329	គេងមិនលក់
inspect	0.479	0.603	0.793	ពិនិត្យ
inspection	0.459	0.630	0.718	ការត្រួតពិនិត្យ
inspector	0.418	0.580	0.852	អធិការ
inspiration	0.938	0.600	0.779	ការបំផុសគំនិត
inspirational	0.927	0.720	0.810	បំផុសគំនិត
inspire	0.918	0.627	0.759	បំផុសគំនិត
inspired	0.967	0.702	0.736	បំផុសគំនិត
instability	0.177	0.760	0.353	អស្ថិរភាព
install	0.630	0.583	0.736	ដំឡើង
installation	0.656	0.469	0.759	ការដំឡើង
installment	0.619	0.396	0.483	ការដំឡើង
instance	0.547	0.450	0.558	ឧទាហរណ៍
instant	0.766	0.454	0.554	ភ្លាមៗ
instantaneous	0.750	0.500	0.585	ភ្លាមៗ
instantaneously	0.656	0.640	0.600	ភ្លាមៗ
instigate	0.278	0.765	0.642	ញុះញង់
instigation	0.323	0.769	0.648	ការញុះញង់
instill	0.562	0.490	0.618	បញ្ចូល
instinct	0.771	0.602	0.642	សភាវគតិ
instinctive	0.752	0.575	0.694	សភាវគតិ
institute	0.604	0.480	0.807	វិទ្យាស្ថាន
institution	0.580	0.311	0.790	ស្ថាប័ន
instruct	0.729	0.490	0.833	ណែនាំ
instructed	0.740	0.388	0.722	ណែនាំ
instruction	0.656	0.434	0.736	ការណែនាំ
instructional	0.698	0.500	0.773	ការណែនាំ
instructions	0.582	0.302	0.556	ការណែនាំ
instructive	0.583	0.420	0.643	ណែនាំ
instructor	0.771	0.490	0.782	គ្រូ
instrument	0.562	0.537	0.655	ឧបករណ៍
instrumental	0.740	0.472	0.647	ឧបករណ៍
instrumentalist	0.656	0.540	0.740	អ្នកលេងឧបករណ៍
instrumentality	0.637	0.510	0.618	ឧបករណ៍
insubordination	0.281	0.775	0.634	ភាពមិនអនុគ្រោះ
insufferable	0.220	0.784	0.291	មិនអាចទ្រាំទ្របាន។
insufficiency	0.115	0.431	0.210	ភាពមិនគ្រប់គ្រាន់
insufficient	0.188	0.380	0.093	មិន​គ្រប់គ្រាន់
insufficiently	0.147	0.509	0.198	មិនគ្រប់គ្រាន់
insular	0.531	0.426	0.465	អ៊ីសូឡង់
insulate	0.365	0.358	0.286	អ៊ីសូឡង់
insulated	0.208	0.265	0.304	អ៊ីសូឡង់
insulation	0.245	0.327	0.264	អ៊ីសូឡង់
insulin	0.429	0.472	0.375	អាំងស៊ុយលីន
insult	0.085	0.831	0.389	ការប្រមាថ
insulting	0.094	0.840	0.412	ប្រមាថ
insurance	0.714	0.308	0.825	ការធានារ៉ាប់រង
insure	0.700	0.415	0.698	ធានា
insurgent	0.235	0.735	0.660	អ្នកបះបោរ
insurmountable	0.620	0.627	0.737	មិនអាចឆ្លងកាត់បាន។
insurrection	0.229	0.706	0.582	ការបះបោរ
intact	0.716	0.212	0.602	នៅដដែល
intake	0.604	0.527	0.442	ការទទួលទាន
intangible	0.525	0.480	0.473	អរូបី
integer	0.573	0.327	0.595	ចំនួនគត់
integral	0.590	0.337	0.615	អាំងតេក្រាល
integrate	0.729	0.390	0.700	រួមបញ្ចូល
integration	0.771	0.480	0.737	ការរួមបញ្ចូល
integrity	0.865	0.413	0.848	សុចរិតភាព
intellect	0.844	0.418	0.870	បញ្ញា
intellectual	0.906	0.455	0.845	បញ្ញា
intelligence	0.833	0.587	0.885	បញ្ញា
intelligent	0.917	0.541	0.868	ឆ្លាតវៃ
intelligibility	0.740	0.481	0.689	ភាពឆ្លាតវៃ
intelligible	0.635	0.480	0.691	អាចយល់បាន។
intend	0.562	0.520	0.519	មានបំណង
intended	0.406	0.542	0.587	មានបំណង
intending	0.510	0.567	0.597	មានបំណង
intense	0.592	0.774	0.679	ខ្លាំង
intensely	0.694	0.846	0.750	យ៉ាង​ខ្លាំង
intensify	0.604	0.870	0.737	កាន់តែខ្លាំង
intensity	0.622	0.930	0.952	អាំងតង់ស៊ីតេ
intensive	0.570	0.842	0.776	ពឹងផ្អែកខ្លាំង
intent	0.550	0.481	0.500	ចេតនា
intention	0.531	0.480	0.636	ចេតនា
intentional	0.650	0.615	0.750	ចេតនា
intentionally	0.450	0.676	0.696	ដោយចេតនា
inter	0.510	0.375	0.466	អន្តរ
interact	0.822	0.690	0.759	អន្តរកម្ម
interaction	0.646	0.735	0.750	អន្តរកម្ម
interactive	0.727	0.811	0.770	អន្តរកម្ម
intercede	0.582	0.577	0.630	អង្វរ
intercept	0.221	0.660	0.676	ស្ទាក់ចាប់
interception	0.327	0.673	0.643	ការស្ទាក់ចាប់
intercession	0.503	0.486	0.598	អង្វរ
interchange	0.615	0.527	0.565	ការផ្លាស់ប្តូរ
interchangeable	0.615	0.459	0.526	អាចផ្លាស់ប្តូរបាន។
interchanged	0.396	0.472	0.434	បានផ្លាស់ប្តូរ
intercom	0.623	0.429	0.453	អ៊ីនធឺខម
intercourse	0.551	0.608	0.557	ការ​រួមភេទ
interdependence	0.608	0.618	0.639	ភាពអាស្រ័យគ្នាទៅវិញទៅមក
interdependent	0.410	0.482	0.598	អាស្រ័យគ្នាទៅវិញទៅមក
interdiction	0.337	0.500	0.585	ការហាមឃាត់
interest	0.780	0.667	0.618	ចំណាប់អារម្មណ៍
interested	0.750	0.529	0.725	ចាប់អារម្មណ៍
interesting	0.927	0.726	0.731	គួរឱ្យចាប់អារម្មណ៍
interface	0.643	0.357	0.600	ចំណុចប្រទាក់
interfere	0.323	0.714	0.471	ជ្រៀតជ្រែក
interference	0.396	0.736	0.357	ការជ្រៀតជ្រែក
interferometer	0.510	0.510	0.517	ឧបករណ៍វាស់ស្ទង់ interferometer
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	បណ្តោះអាសន្ន
interior	0.618	0.157	0.462	ផ្នែកខាងក្នុង
interject	0.333	0.648	0.658	អន្តរកម្ម
interlocutory	0.490	0.500	0.527	អន្តរការី
interlude	0.470	0.417	0.377	ជ្រៀតជ្រែក
intermediary	0.427	0.510	0.643	អន្តរការី
intermediate	0.480	0.368	0.400	កម្រិតមធ្យម
interment	0.235	0.608	0.346	អន្តរកម្ម
interminable	0.327	0.481	0.561	អន្តរកម្ម
intermission	0.490	0.360	0.402	ការផ្អាក
intermittent	0.337	0.565	0.436	ជាប់ៗគ្នា។
intern	0.459	0.460	0.392	អ្នកហាត់ការ
internal	0.439	0.349	0.423	ខាងក្នុង
internally	0.615	0.400	0.616	ខាងក្នុង
international	0.800	0.519	0.702	អន្តរជាតិ
internet	0.760	0.462	0.755	អ៊ីនធឺណិត
internship	0.590	0.510	0.482	កម្មសិក្សា
interoffice	0.439	0.375	0.556	អន្តរការិយាល័យ
interpolate	0.460	0.490	0.569	អន្តរប៉ូល។
interpolation	0.419	0.506	0.528	អន្តរប៉ូល។
interpret	0.646	0.625	0.673	បកស្រាយ
interpretation	0.677	0.594	0.620	ការបកស្រាយ
interpreter	0.708	0.461	0.596	អ្នកបកប្រែ
interpretive	0.531	0.549	0.595	ការបកស្រាយ
interrelated	0.615	0.469	0.592	ទាក់ទងគ្នា។
interrogate	0.323	0.808	0.680	សួរចម្លើយ
interrogation	0.302	0.827	0.657	ការសួរចម្លើយ
interrupt	0.210	0.635	0.509	រំខាន
interrupted	0.281	0.559	0.333	រំខាន
interrupting	0.146	0.593	0.509	រំខាន
interruption	0.184	0.632	0.425	ការរំខាន
interrupts	0.204	0.545	0.389	រំខាន
intersect	0.521	0.510	0.480	ប្រសព្វ
intersection	0.344	0.541	0.658	ប្រសព្វ
interstate	0.520	0.443	0.600	អន្តររដ្ឋ
interstellar	0.708	0.702	0.622	ផ្កាយអន្តរ
interstitial	0.333	0.471	0.534	អន្តរកម្ម
interval	0.510	0.284	0.400	ចន្លោះពេល
intervene	0.520	0.677	0.768	អន្តរាគមន៍
intervening	0.398	0.627	0.442	អន្តរាគមន៍
intervention	0.388	0.696	0.689	អន្តរាគមន៍
interview	0.573	0.770	0.619	សំភាសន៍
interviewer	0.552	0.736	0.816	អ្នកសម្ភាសន៍
interworking	0.552	0.587	0.691	អន្តរកម្ម
intestate	0.459	0.467	0.415	ពោះវៀន
intestinal	0.357	0.531	0.370	ពោះវៀន
intestine	0.343	0.450	0.380	ពោះវៀន
intestines	0.292	0.547	0.398	ពោះវៀន
intimacy	0.857	0.802	0.558	ភាពស្និទ្ធស្នាល។
intimate	0.724	0.598	0.393	ស្និទ្ធស្នាល។
intimately	0.806	0.573	0.590	យ៉ាងស្និទ្ធស្នាល។
intimation	0.406	0.673	0.500	ការស្និទ្ធស្នាល
intimidate	0.210	0.804	0.632	បំភិតបំភ័យ
intimidated	0.177	0.663	0.208	បំភិតបំភ័យ
intimidating	0.229	0.790	0.708	បំភិតបំភ័យ
intimidation	0.177	0.791	0.644	ការគំរាមកំហែង
intolerable	0.146	0.660	0.439	មិនអាចអត់ឱនបាន។
intolerance	0.052	0.704	0.520	ការមិនអត់ឱន
intolerant	0.135	0.676	0.509	មិនអត់ឱន
intonation	0.615	0.442	0.598	សំឡេង
intoxicated	0.079	0.824	0.246	ស្រវឹង
intoxicating	0.224	0.760	0.464	ស្រវឹង
intoxication	0.323	0.710	0.400	ការស្រវឹង
intracranial	0.281	0.602	0.553	intracranial
intractable	0.154	0.694	0.302	មិនអាចប្រកែកបាន។
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	ចាក់តាមសរសៃឈាម
intrepid	0.753	0.696	0.637	ក្លាហាន
intricate	0.559	0.704	0.500	ស្មុគស្មាញ
intrigue	0.362	0.830	0.327	ល្បិច
intriguing	0.422	0.713	0.462	គួរឱ្យចាប់អារម្មណ៍
intrinsic	0.406	0.471	0.526	ខាងក្នុង
intrinsically	0.459	0.382	0.538	ខាងក្នុង
intro	0.510	0.331	0.657	ការណែនាំ
introduce	0.592	0.559	0.648	ណែនាំ
introduction	0.612	0.413	0.640	ការណែនាំ
introductory	0.635	0.368	0.593	ការណែនាំ
introspection	0.603	0.337	0.575	វិចារណញាណ
introspective	0.552	0.360	0.471	វិចារណកថា
intrude	0.058	0.735	0.480	ឈ្លានពាន
intruder	0.146	0.740	0.324	អ្នកឈ្លានពាន
intrusion	0.293	0.641	0.670	ការឈ្លានពាន
intrusive	0.461	0.607	0.538	រំខាន
intubation	0.276	0.598	0.526	ការបញ្ចូលបំពង់
intuition	0.857	0.508	0.602	វិចារណញាណ
intuitive	0.771	0.573	0.690	វិចារណញាណ
intuitively	0.670	0.561	0.648	ដោយវិចារណញាណ
inundation	0.177	0.780	0.455	ការជន់លិច
invade	0.408	0.892	0.714	ឈ្លានពាន
invader	0.200	0.827	0.618	អ្នកឈ្លានពាន
invalid	0.180	0.330	0.255	មិនត្រឹមត្រូវ
invalidate	0.315	0.480	0.397	មិនត្រឹមត្រូវ
invalidation	0.181	0.490	0.278	អសុពលភាព
invalidity	0.186	0.394	0.158	អសុពលភាព
invaluable	0.740	0.500	0.745	មិនអាចកាត់ថ្លៃបាន។
invariably	0.458	0.365	0.550	មិនប្រែប្រួល
invasion	0.271	0.843	0.808	ការលុកលុយ
invasive	0.194	0.730	0.598	ឈ្លានពាន
invent	0.719	0.689	0.833	ប្រឌិត
invention	0.714	0.577	0.811	ប្រឌិត
inventive	0.780	0.627	0.721	ប្រឌិត
inventor	0.781	0.667	0.847	អ្នកបង្កើត
inventory	0.594	0.463	0.490	សារពើភ័ណ្ឌ
inverse	0.459	0.337	0.319	បញ្ច្រាស
inversely	0.286	0.418	0.351	បញ្ច្រាស
inversion	0.602	0.630	0.772	បញ្ច្រាស
invert	0.510	0.585	0.706	បញ្ច្រាស
inverted	0.310	0.471	0.357	បញ្ច្រាស
invest	0.650	0.663	0.682	វិនិយោគ
investigate	0.640	0.500	0.781	ស៊ើបអង្កេត
investigation	0.531	0.592	0.820	ការស៊ើបអង្កេត
investigative	0.562	0.600	0.704	ការស៊ើបអង្កេត
investigator	0.615	0.509	0.779	អ្នកស៊ើបអង្កេត
investment	0.720	0.592	0.745	ការវិនិយោគ
investor	0.794	0.655	0.791	អ្នកវិនិយោគ
invidious	0.112	0.650	0.364	invidious
invigorate	0.821	0.798	0.831	ធ្វើឱ្យមានកម្លាំង
invincible	0.867	0.853	0.914	invincible
invisibility	0.438	0.461	0.382	ភាពមើលមិនឃើញ
invisible	0.417	0.345	0.412	មើលមិនឃើញ
invitation	0.802	0.549	0.647	ការអញ្ជើញ
invite	0.745	0.655	0.611	អញ្ជើញ
inviting	0.938	0.571	0.538	ការអញ្ជើញ
invocation	0.430	0.620	0.673	ការអំពាវនាវ
invoice	0.480	0.380	0.474	វិក្កយបត្រ
invoke	0.583	0.740	0.579	អំពាវនាវ
involuntary	0.354	0.490	0.231	ដោយមិនស្ម័គ្រចិត្ត
involution	0.296	0.420	0.407	ការចូលរួម
involve	0.694	0.490	0.728	ចូលរួម
involvement	0.760	0.620	0.696	ការចូលរួម
invulnerable	0.552	0.683	0.745	ងាយរងគ្រោះ
inwards	0.490	0.385	0.438	ខាងក្នុង
iodine	0.390	0.265	0.333	អ៊ីយ៉ូត
ion	0.429	0.330	0.408	អ៊ីយ៉ុង
iota	0.344	0.385	0.314	អ៊ីយ៉ូតា
irate	0.188	0.852	0.474	ខឹងសម្បារ
ire	0.198	0.740	0.575	អ៊ី
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	អាយរីស
irked	0.164	0.791	0.353	ខឹង
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	ជាតិដែក
ironclad	0.561	0.648	0.679	ក្រណាត់ដែក
ironic	0.435	0.550	0.500	ហួសចិត្ត
irons	0.531	0.441	0.625	ជាតិដែក
irony	0.390	0.587	0.508	ហួសចិត្ត
irradiation	0.385	0.736	0.509	វិទ្យុសកម្ម
irrational	0.125	0.648	0.394	មិនសមហេតុផល
irrationality	0.198	0.735	0.361	ភាពមិនសមហេតុផល
irreconcilable	0.146	0.667	0.375	មិនអាចផ្សះផ្សាបាន។
irreducible	0.296	0.455	0.569	មិនអាចកាត់ថ្លៃបាន។
irrefutable	0.496	0.549	0.716	មិនអាចប្រកែកបាន។
irregular	0.312	0.548	0.321	មិនទៀងទាត់
irregularity	0.104	0.647	0.306	ភាពមិនទៀងទាត់
irregularly	0.292	0.565	0.397	មិនទៀងទាត់
irrelevant	0.138	0.311	0.296	មិនពាក់ព័ន្ធ
irreparable	0.061	0.530	0.430	មិនអាចជួសជុលបាន។
irreplaceable	0.479	0.580	0.833	មិនអាចជំនួសបាន។
irrepressible	0.512	0.566	0.745	មិនអាចបង្ក្រាបបាន។
irresistible	0.823	0.833	0.839	មិនអាចទប់ទល់បាន។
irrespective	0.497	0.538	0.745	ដោយមិនគិត
irresponsible	0.177	0.680	0.241	មិន​ទទួល​ខុស​ត្រូវ
irreverent	0.191	0.694	0.634	មិនគោរព
irreversible	0.170	0.541	0.667	មិនអាចត្រឡប់វិញបាន។
irrevocable	0.296	0.560	0.712	មិនអាចដកហូតបាន។
irrigate	0.272	0.458	0.490	ស្រោចស្រព
irrigation	0.259	0.426	0.426	ប្រព័ន្ធធារាសាស្រ្ត
irritability	0.146	0.853	0.283	ឆាប់ខឹង
irritable	0.112	0.952	0.462	ឆាប់ខឹង
irritate	0.167	0.890	0.368	ឆាប់ខឹង
irritated	0.210	0.816	0.281	ខឹង
irritates	0.173	0.810	0.295	រលាក
irritating	0.104	0.912	0.393	ឆាប់ខឹង
irritation	0.073	0.833	0.496	រមាស់
island	0.745	0.347	0.432	កោះ
isle	0.667	0.390	0.443	កោះ
islet	0.612	0.314	0.367	កូនកោះ
isolate	0.235	0.422	0.336	ឯកោ
isolated	0.221	0.356	0.255	ឯកោ
isolation	0.198	0.338	0.339	ការដាក់ឱ្យនៅដាច់ដោយឡែក
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	អ៊ីសូតូប
issue	0.316	0.819	0.351	កិច្ចការ
itch	0.319	0.610	0.465	រមាស់
itching	0.208	0.690	0.300	រមាស់
itchy	0.334	0.726	0.296	រមាស់
item	0.594	0.270	0.465	ធាតុ
itemize	0.459	0.527	0.518	ធ្វើធាតុ
items	0.542	0.401	0.434	ធាតុ
iterate	0.449	0.460	0.440	ធ្វើម្តងទៀត
iteration	0.531	0.449	0.486	ការធ្វើម្តងទៀត
iterative	0.429	0.420	0.500	ដដែលៗ
itinerant	0.449	0.545	0.439	អ្នកធ្វើដំណើរ
itinerary	0.551	0.550	0.454	ដំណើរកំសាន្ត
ivory	0.625	0.235	0.566	ភ្លុក
jab	0.385	0.519	0.482	ចាប
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	ចចក
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	អាវ
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	Jackpot
jackrabbit	0.625	0.379	0.344	ខ្នុរ
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	ត្បូង
jaded	0.255	0.560	0.400	jaded
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	កន្ត្រាក់
jaguar	0.559	0.710	0.654	Jaguar
jail	0.094	0.898	0.480	គុក
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	ការ jailbreak
jailer	0.194	0.630	0.632	អ្នកទោស
jailhouse	0.104	0.887	0.430	គុក
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	យៈសាពូនមី
jamboree	0.602	0.625	0.351	Jamboree
jammed	0.235	0.817	0.411	ជាប់គាំង
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	អ្នកអនាម័យ
janitorial	0.490	0.373	0.481	អនាម័យ
japan	0.667	0.482	0.580	ជប៉ុន
jar	0.430	0.346	0.318	ពាង
jargon	0.333	0.548	0.404	វចនានុក្រម
jarhead	0.408	0.530	0.464	ក្បាលគ្រាប់
jarring	0.210	0.673	0.309	ញាក់
jasmine	0.765	0.230	0.286	ផ្កាម្លិះ
jasper	0.480	0.425	0.402	ផ្កាម្លិះ
jaundice	0.214	0.480	0.355	ជម្ងឺខាន់លឿង
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	ចាវ៉ា
javelin	0.385	0.481	0.465	javelin
jaw	0.500	0.510	0.420	ថ្គាម
jawbone	0.468	0.413	0.342	ឆ្អឹងថ្គាម
jaws	0.385	0.528	0.455	ថ្គាម
jay	0.531	0.408	0.389	ចា
jazz	0.677	0.362	0.450	ចង្វាក់ jazz
jazzy	0.725	0.431	0.389	ចង្វាក់ jazzy
jealous	0.173	0.855	0.345	ច្រណែន
jealousy	0.146	0.783	0.481	ការច្រណែន
jean	0.602	0.444	0.364	ខោខូវប៊យ
jeans	0.622	0.324	0.371	ខោ​ខូ​វ​ប៊​យ
jeep	0.602	0.510	0.612	ជីប
jeering	0.266	0.792	0.380	ចំអក
jelly	0.651	0.294	0.256	ចាហួយ
jellybean	0.592	0.406	0.399	ចាហួយ
jellyfish	0.531	0.567	0.377	ចាហួយ
jenny	0.542	0.406	0.407	ជេននី
jeopardize	0.260	0.877	0.582	គ្រោះថ្នាក់
jeopardy	0.129	0.908	0.536	គ្រោះថ្នាក់
jerk	0.194	0.630	0.238	កន្ត្រាក់
jerks	0.214	0.788	0.395	កន្ត្រាក់
jerky	0.233	0.538	0.358	កន្ត្រាក់
jersey	0.594	0.317	0.411	អាវ
jest	0.520	0.736	0.222	កំប្លែង
jester	0.388	0.670	0.264	អ្នកកំប្លែង
jesus	0.800	0.400	0.620	ព្រះយេស៊ូវ
jet	0.612	0.721	0.606	យន្តហោះ
jetty	0.602	0.480	0.453	ព្រលានយន្តហោះ
jewel	0.827	0.588	0.625	គ្រឿងអលង្ការ
jeweler	0.760	0.482	0.500	គ្រឿងអលង្ការ
jewelry	0.823	0.569	0.597	គ្រឿងអលង្ការ
jib	0.406	0.420	0.413	ជីប
jiff	0.576	0.404	0.349	ជីហ្វ
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	លេងសើច
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	ជីហាដ
jimmy	0.579	0.321	0.311	ជីមមី
jingle	0.635	0.500	0.424	លេងសើច
jinx	0.337	0.582	0.373	ជិន
jitters	0.224	0.918	0.192	ញ័រ
jittery	0.344	0.856	0.255	ញ័រ
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	ការងារ
jobinterview	0.684	0.837	0.723	ការសម្ភាសន៍ការងារ
jock	0.592	0.656	0.473	ចក
jockey	0.562	0.644	0.703	ចកគី
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	រត់
jogger	0.417	0.510	0.424	អ្នករត់ហាត់ប្រាណ
john	0.562	0.382	0.327	ចន
join	0.729	0.479	0.684	ចូលរួម
joined	0.667	0.394	0.600	បានចូលរួម
joining	0.755	0.469	0.685	ចូលរួម
joint	0.615	0.392	0.566	រួម
jointly	0.708	0.425	0.602	រួមគ្នា
joke	0.704	0.610	0.316	រឿងកំប្លែង
joker	0.771	0.760	0.416	អ្នកលេងសើច
joking	0.776	0.839	0.407	និយាយលេង
jolly	0.959	0.705	0.708	រីករាយ
jolt	0.365	0.708	0.358	លោត
jornada	0.417	0.500	0.533	ចនដា
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	ទិនានុប្បវត្តិ
journalism	0.622	0.500	0.684	សារព័ត៌មាន
journalist	0.542	0.452	0.732	អ្នកកាសែត
journalistic	0.696	0.449	0.495	អ្នកសារព័ត៌មាន
journey	0.910	0.702	0.625	ការ​ធ្វើ​ដំណើរ
journeyman	0.765	0.596	0.741	អ្នកធ្វើដំណើរ
joust	0.520	0.528	0.551	លោត
jovial	0.823	0.460	0.526	រីករាយ
